carat,cut,color,clarity,depth,table,x,y,z,price
0.46,Premium,E,VS1,61.7,59.0,4.93,4.96,3.05,1372
0.55,Ideal,J,VS2,60.4,58.0,5.29,5.34,3.21,1133
0.7,Premium,H,VS2,61.0,59.0,5.72,5.65,3.47,2251
0.42,Premium,H,VS1,61.7,59.0,4.83,4.76,2.96,1087
1.01,Very Good,E,VS2,61.9,55.0,6.38,6.44,3.97,6666
0.52,Very Good,G,SI1,63.3,55.0,5.1,5.07,3.22,1338
0.8,Premium,J,SI1,61.4,57.0,5.98,5.95,3.66,1838
0.3,Ideal,G,VS2,62.5,53.0,4.3,4.27,2.68,675
0.32,Premium,G,VS1,61.3,62.0,4.42,4.39,2.7,828
0.31,Ideal,H,VS2,62.1,55.0,4.34,4.36,2.7,513
0.7,Fair,H,SI1,61.0,66.0,5.68,5.64,3.45,1995
0.3,Ideal,D,VVS1,62.1,56.0,4.31,4.32,2.68,853
1.28,Premium,H,SI1,59.9,59.0,7.08,7.05,4.23,6701
1.31,Ideal,F,SI1,61.6,55.0,7.04,7.09,4.35,9331
0.74,Good,G,SI1,64.2,59.0,5.69,5.62,3.63,1865
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,1778
1.12,Premium,I,SI1,60.6,60.0,6.77,6.73,4.09,4390
0.52,Ideal,D,VS2,60.3,56.0,5.27,5.24,3.17,1802
0.5,Premium,D,VS2,62.2,60.0,5.15,5.05,3.17,1431
0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,1812
0.35,Ideal,F,VS2,62.1,56.0,4.57,4.54,2.83,906
0.35,Very Good,D,VS1,63.9,55.0,4.49,4.53,2.88,792
1.02,Very Good,F,VS1,62.8,58.0,6.4,6.44,4.03,7539
1.01,Very Good,G,VVS2,59.4,58.0,6.51,6.53,3.93,7234
2.02,Very Good,H,SI1,59.3,60.0,8.14,8.21,4.85,18236
0.73,Ideal,H,VVS1,62.1,56.0,5.75,5.8,3.59,3220
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1555
0.28,Very Good,H,VS2,61.4,57.0,4.21,4.23,2.59,376
0.28,Ideal,E,VS1,61.4,56.0,4.2,4.24,2.59,487
0.72,Premium,D,SI1,63.0,57.0,5.74,5.69,3.6,2567
0.7,Premium,D,VS1,60.4,58.0,5.78,5.71,3.47,2956
0.84,Ideal,I,VS1,61.4,57.0,6.03,6.09,3.72,3201
0.49,Premium,D,SI1,61.3,57.0,5.21,5.02,3.14,1444
1.13,Very Good,I,VS1,61.7,54.0,6.71,6.74,4.15,5220
2.01,Premium,I,VS2,61.1,60.0,8.12,8.06,4.94,17592
0.9,Very Good,G,SI1,63.8,53.0,6.1,6.16,3.91,3615
0.31,Ideal,F,IF,62.2,54.0,4.37,4.41,2.73,914
0.31,Ideal,D,VS1,60.5,55.0,4.39,4.43,2.67,683
1.02,Premium,J,SI2,61.4,60.0,6.5,6.44,3.97,3455
0.32,Premium,F,VS2,60.7,58.0,4.41,4.45,2.69,645
0.5,Premium,E,VS2,61.4,58.0,5.12,5.07,3.13,1746
0.56,Ideal,G,VS1,62.2,55.0,5.31,5.27,3.29,1915
0.3,Ideal,D,SI2,61.1,58.0,4.31,4.33,2.64,413
1.0,Good,E,SI1,59.8,65.0,6.56,6.45,3.89,4213
1.01,Good,F,SI2,63.6,59.0,6.37,6.34,4.04,4197
0.5,Good,F,VVS2,58.5,62.0,5.23,5.27,3.07,2052
0.33,Premium,H,VS2,62.4,58.0,4.42,4.39,2.75,668
0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,1721
0.72,Very Good,D,VS2,62.1,59.0,5.7,5.73,3.55,3016
1.02,Very Good,H,SI2,61.1,61.0,6.48,6.51,3.97,4039
0.31,Ideal,D,VS2,61.7,55.0,4.35,4.4,2.7,734
1.23,Ideal,H,SI1,62.3,58.0,6.85,6.89,4.28,7313
1.11,Premium,F,SI1,60.1,61.0,6.74,6.64,4.06,5483
0.37,Ideal,G,VS2,61.3,57.0,4.6,4.64,2.83,649
1.06,Ideal,I,VS2,61.0,57.0,6.55,6.59,4.01,5362
1.14,Ideal,G,SI1,62.2,56.0,6.66,6.69,4.15,5548
1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5656
0.39,Premium,E,VS2,59.7,59.0,4.83,4.79,2.87,975
0.9,Good,H,SI2,62.7,64.0,6.09,6.0,3.79,2883
0.3,Very Good,F,VVS1,62.5,56.0,4.27,4.31,2.68,682
1.51,Fair,G,SI1,65.0,59.0,6.99,7.07,4.57,8681
0.56,Premium,D,SI1,60.8,60.0,5.29,5.31,3.22,1723
0.78,Very Good,I,VS1,60.9,55.0,5.94,5.98,3.63,2694
1.05,Very Good,E,SI2,62.3,56.0,6.47,6.54,4.05,4851
1.11,Very Good,E,SI2,62.3,58.0,6.64,6.68,4.15,4307
0.52,Premium,D,SI1,62.7,58.0,5.2,5.16,3.25,1605
1.12,Very Good,I,VS2,63.9,52.0,6.58,6.65,4.23,4914
0.3,Very Good,G,VVS2,63.5,56.0,4.34,4.29,2.74,878
0.94,Ideal,F,I1,61.5,55.0,6.34,6.37,3.91,2571
0.26,Ideal,F,VS1,62.3,56.0,4.08,4.1,2.55,452
1.03,Very Good,F,SI2,61.1,59.0,6.51,6.58,4.0,4218
0.54,Very Good,G,IF,62.5,58.0,5.19,5.27,3.27,2128
1.58,Ideal,I,VS2,61.4,55.0,7.49,7.55,4.62,10197
0.7,Ideal,J,SI2,60.9,57.0,5.72,5.76,3.49,1832
0.57,Premium,I,SI2,62.1,60.0,5.32,5.27,3.29,1097
1.01,Ideal,G,VS2,60.8,59.0,6.52,6.5,3.96,6019
0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,558
0.4,Premium,F,VS2,60.7,60.0,4.8,4.75,2.9,1080
0.87,Ideal,H,VS2,61.7,57.0,6.14,6.09,3.77,3118
0.3,Very Good,I,VS1,60.8,59.0,4.3,4.32,2.62,473
0.61,Good,I,VS2,63.4,55.0,5.42,5.46,3.45,1303
1.02,Fair,G,VVS2,64.6,59.0,6.31,6.29,4.07,6736
1.02,Good,E,SI1,63.7,62.0,6.31,6.4,4.05,4443
0.51,Ideal,I,VS2,61.1,56.0,5.16,5.18,3.16,1437
0.36,Ideal,G,IF,61.9,55.0,4.56,4.59,2.83,1029
1.03,Ideal,F,SI2,61.9,56.0,6.47,6.43,3.99,4280
1.71,Premium,J,SI1,61.9,58.0,7.62,7.56,4.7,7757
1.04,Good,J,VS2,58.2,64.0,6.64,6.53,3.85,3285
0.3,Ideal,I,SI1,61.7,57.0,4.3,4.32,2.66,422
0.76,Ideal,H,VS1,61.6,56.0,5.85,5.9,3.62,3424
1.01,Ideal,H,SI1,61.4,60.0,6.48,6.45,3.97,4680
1.02,Ideal,G,VS2,62.5,55.0,6.43,6.49,4.04,6418
0.41,Good,F,I1,63.8,57.0,4.72,4.69,3.0,646
0.5,Good,E,VS2,64.1,58.0,5.01,5.03,3.22,1299
1.0,Good,E,VS1,60.6,63.0,6.28,6.42,3.85,6822
0.3,Very Good,H,VS1,63.0,59.0,4.21,4.27,2.67,526
0.32,Ideal,H,VVS2,61.8,55.0,4.42,4.38,2.72,828
0.75,Ideal,E,VS2,61.6,57.0,5.84,5.81,3.59,2940
0.3,Ideal,G,VVS2,60.6,57.0,4.33,4.35,2.63,684
0.53,Ideal,H,VS2,62.1,54.0,5.21,5.23,3.24,1353
0.53,Ideal,G,VVS2,62.2,54.0,5.22,5.17,3.23,2051
0.81,Premium,I,SI2,61.5,60.0,5.94,5.9,3.64,1786
1.41,Premium,G,VS1,62.1,59.0,7.1,7.06,4.4,11347
1.79,Ideal,I,VS1,61.3,57.0,7.86,7.81,4.8,13908
0.36,Ideal,G,SI1,62.7,55.0,4.59,4.54,2.86,689
0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,818
0.57,Ideal,F,VVS2,62.0,55.0,5.3,5.31,3.29,2339
0.82,Ideal,F,VS2,61.9,57.0,5.99,5.96,3.7,3453
0.31,Premium,D,VS2,61.7,59.0,4.34,4.31,2.67,942
1.56,Premium,J,VS2,61.7,58.0,7.41,7.46,4.59,7763
0.4,Ideal,G,VVS1,62.4,54.0,4.73,4.75,2.96,1043
0.7,Ideal,E,VS2,62.1,55.0,5.71,5.75,3.56,2952
1.57,Premium,I,VVS2,60.7,58.0,7.54,7.51,4.57,11146
0.75,Ideal,D,VS2,61.7,55.0,5.82,5.85,3.6,3625
0.74,Very Good,F,SI1,62.7,58.0,5.71,5.78,3.6,2715
0.96,Very Good,D,SI2,60.0,60.0,6.43,6.47,3.87,4060
1.5,Ideal,F,VS2,60.2,57.0,7.43,7.39,4.46,13653
0.43,Premium,F,VS1,61.0,57.0,4.89,4.84,2.97,1129
1.01,Premium,G,SI1,62.3,60.0,6.31,6.25,3.91,4395
0.24,Very Good,F,VS1,62.9,59.0,3.95,3.97,2.49,393
0.95,Premium,F,SI2,58.4,57.0,6.49,6.41,3.77,2867
0.37,Premium,I,VVS1,61.6,59.0,4.62,4.66,2.86,681
1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,5382
0.38,Ideal,H,VS2,62.2,54.0,4.64,4.68,2.9,703
0.9,Good,F,VS2,62.6,57.0,6.07,6.19,3.84,4466
0.5,Ideal,G,VVS2,62.9,57.0,5.11,5.04,3.19,1935
0.9,Very Good,I,VS2,61.6,57.0,6.13,6.17,3.79,3581
2.04,Premium,F,SI2,60.2,58.0,8.24,8.17,4.94,18231
1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,12098
0.62,Premium,G,SI1,59.3,58.0,5.6,5.56,3.31,1253
0.35,Ideal,H,VVS2,63.0,55.0,4.5,4.48,2.83,906
0.4,Ideal,E,VS1,61.2,55.0,4.79,4.76,2.92,1005
0.52,Very Good,F,VVS1,62.0,57.0,5.11,5.15,3.18,2314
0.31,Premium,E,VS2,61.6,59.0,4.35,4.32,2.67,872
0.77,Premium,D,SI1,59.5,60.0,6.01,5.95,3.56,2939
1.0,Ideal,H,SI1,62.6,57.0,6.4,6.37,4.0,4469
0.31,Premium,F,VS2,62.0,60.0,4.3,4.34,2.68,625
0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2369
0.7,Fair,F,SI2,66.4,56.0,5.51,5.42,3.63,1564
1.02,Premium,F,SI2,59.9,59.0,6.59,6.56,3.94,4238
0.7,Ideal,D,VVS2,62.0,53.4,5.69,5.72,3.54,4369
1.37,Very Good,I,VS1,61.8,57.0,7.09,7.14,4.4,7939
0.52,Ideal,G,VVS2,61.4,57.0,5.17,5.19,3.18,1847
1.2,Very Good,D,SI2,63.1,57.0,6.68,6.75,4.24,5373
0.62,Ideal,E,VS1,61.3,56.0,5.52,5.54,3.39,2731
0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,789
0.76,Very Good,G,SI1,63.7,58.0,5.75,5.8,3.68,2579
0.33,Ideal,H,VS1,61.4,57.0,4.49,4.44,2.74,743
1.63,Premium,I,VS2,61.0,60.0,7.62,7.59,4.64,10479
1.33,Premium,E,SI2,62.5,58.0,6.99,7.03,4.38,6963
0.91,Premium,H,VS2,59.6,60.0,6.25,6.29,3.74,3921
0.32,Ideal,I,VS1,62.3,56.0,4.4,4.37,2.73,605
1.17,Premium,F,VS2,60.2,58.0,6.88,6.85,4.13,8256
0.7,Ideal,F,VS2,61.4,56.0,5.72,5.75,3.52,3064
2.01,Good,I,SI1,64.1,60.0,7.92,7.88,5.06,10184
0.27,Very Good,F,VS1,62.4,55.0,4.12,4.15,2.58,429
0.38,Ideal,D,VVS2,59.7,62.0,4.71,4.74,2.82,1096
0.7,Good,G,VS2,63.1,58.0,5.66,5.69,3.58,2282
1.19,Ideal,I,SI1,62.3,55.0,6.8,6.82,4.24,5690
0.33,Premium,E,VS2,61.1,59.0,4.45,4.49,2.73,723
0.3,Ideal,G,VVS1,61.5,57.0,4.28,4.31,2.64,764
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1273
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,8060
0.37,Very Good,H,SI1,62.6,63.0,4.6,4.5,2.85,613
1.5,Very Good,I,VVS2,64.0,54.0,7.19,7.27,4.63,9618
0.71,Very Good,D,SI1,60.9,60.0,5.71,5.76,3.49,2690
1.01,Premium,F,VS2,61.7,58.0,6.42,6.48,3.98,6416
0.5,Premium,D,VVS1,61.5,58.0,5.12,5.06,3.13,2525
0.36,Premium,E,VS2,62.5,58.0,4.57,4.52,2.84,878
0.31,Premium,G,VVS2,61.5,58.0,4.31,4.34,2.66,707
1.09,Premium,D,SI2,60.3,60.0,6.68,6.61,4.01,5186
1.21,Premium,J,VVS2,60.8,60.0,6.86,6.88,4.18,5572
0.55,Ideal,G,VVS1,61.2,56.0,5.27,5.3,3.24,2077
1.02,Very Good,G,SI2,62.9,59.0,6.38,6.4,4.02,4291
1.51,Very Good,I,SI1,63.0,59.0,7.26,7.31,4.59,8758
0.31,Very Good,G,VVS1,59.6,59.0,4.4,4.42,2.63,642
1.26,Ideal,H,VS1,61.5,59.0,6.94,6.91,4.26,7845
1.08,Ideal,F,VS2,62.5,57.0,6.52,6.57,4.09,7625
0.71,Ideal,H,VVS2,61.9,56.0,5.72,5.76,3.55,3371
0.91,Very Good,E,SI2,63.0,56.0,6.12,6.16,3.87,3772
1.7,Ideal,F,VS2,62.4,57.0,7.65,7.57,4.75,17360
1.04,Premium,E,SI1,61.2,59.0,6.54,6.47,3.98,5894
0.76,Ideal,F,SI1,61.4,56.0,5.88,5.92,3.62,2894
0.3,Good,G,SI1,63.8,56.0,4.3,4.26,2.73,574
0.5,Premium,F,SI1,60.1,59.0,5.17,5.14,3.1,1332
1.53,Premium,H,VVS2,60.4,60.0,7.41,7.46,4.49,11982
0.31,Good,E,SI1,63.1,57.0,4.3,4.35,2.73,544
0.73,Very Good,I,VS2,59.0,61.0,5.84,5.88,3.46,2329
0.9,Fair,D,SI1,64.5,61.0,6.05,6.01,3.89,3689
0.33,Ideal,E,VS2,62.3,55.0,4.46,4.43,2.77,928
0.3,Ideal,E,VVS2,62.3,57.0,4.29,4.31,2.68,766
0.81,Very Good,D,SI1,63.1,57.0,5.91,5.94,3.74,3462
0.81,Premium,G,SI1,63.0,60.0,5.87,5.81,3.68,2832
1.62,Very Good,H,VS2,59.6,59.0,7.59,7.67,4.55,11427
1.51,Premium,E,SI1,62.4,59.0,7.33,7.29,4.56,12319
1.5,Ideal,H,VS2,62.2,57.0,7.33,7.27,4.54,10886
0.32,Ideal,F,IF,62.2,55.0,4.38,4.4,2.73,1010
0.41,Premium,G,VS1,60.5,58.0,4.8,4.76,2.89,961
0.3,Ideal,F,IF,61.8,54.0,4.34,4.37,2.69,886
0.36,Ideal,D,VS2,61.6,56.0,4.57,4.55,2.81,1094
0.49,Premium,D,VVS2,58.8,60.0,5.26,5.14,3.06,1940
0.42,Very Good,H,VVS1,60.9,62.0,4.8,4.86,2.94,1026
0.37,Premium,F,VS2,59.2,61.0,4.69,4.63,2.76,894
0.55,Premium,H,VS2,59.9,61.0,5.31,5.28,3.17,1270
0.97,Premium,D,SI1,62.0,60.0,6.29,6.25,3.89,4639
0.74,Fair,E,I1,58.2,65.0,6.03,5.89,3.47,1865
1.01,Ideal,H,VS1,62.6,57.0,6.4,6.37,4.0,5882
0.71,Very Good,F,VS1,60.6,60.0,5.68,5.73,3.46,3218
0.9,Good,H,VS1,64.1,57.0,6.07,6.04,3.88,4234
0.43,Very Good,E,SI1,62.4,56.0,4.79,4.83,3.0,792
1.03,Very Good,F,VS1,60.2,55.0,6.62,6.56,3.97,6733
0.4,Ideal,F,VVS2,60.1,57.0,4.78,4.83,2.89,990
0.4,Good,E,VVS1,59.4,61.0,4.8,4.83,2.86,1088
0.71,Very Good,J,SI1,59.7,57.0,5.84,5.88,3.5,1979
1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97,8168
0.9,Good,D,SI1,63.5,57.0,6.11,6.15,3.89,4381
0.42,Ideal,G,VS1,61.4,56.0,4.82,4.85,2.97,921
0.3,Very Good,E,SI1,62.1,60.0,4.27,4.29,2.66,526
0.31,Very Good,F,SI1,63.5,56.0,4.33,4.3,2.74,663
0.58,Very Good,E,IF,60.6,59.0,5.37,5.43,3.27,2852
1.23,Ideal,G,VVS2,60.3,57.0,6.98,6.97,4.21,10304
1.07,Ideal,F,SI1,62.3,53.0,6.57,6.59,4.1,6049
2.05,Premium,G,SI1,61.6,59.0,8.2,8.16,5.04,15291
0.41,Ideal,F,VS1,60.8,56.0,4.79,4.76,2.92,1076
1.0,Ideal,H,SI1,61.4,57.0,6.37,6.34,3.9,4564
0.9,Good,F,SI1,63.2,61.0,6.09,6.13,3.86,3950
1.26,Premium,D,SI2,61.9,58.0,6.88,6.81,4.24,5412
0.46,Ideal,I,VS1,62.2,54.0,4.95,4.99,3.09,906
1.62,Premium,F,VS2,61.1,60.0,7.57,7.56,4.62,14961
0.36,Premium,E,VS2,61.3,60.0,4.54,4.59,2.8,789
0.5,Premium,D,VS2,62.9,61.0,5.03,4.96,3.14,1845
0.9,Good,G,VS1,63.9,57.0,6.08,6.03,3.87,4223
1.33,Premium,F,SI2,59.9,58.0,7.17,7.13,4.28,6790
1.05,Fair,J,SI2,65.8,59.0,6.41,6.27,4.18,2789
0.41,Very Good,E,VVS2,61.6,60.0,4.75,4.77,2.93,1249
0.72,Ideal,F,VS1,62.5,54.0,5.73,5.76,3.59,3330
1.41,Premium,E,VS1,58.8,59.0,7.3,7.26,4.28,12671
0.33,Premium,D,SI2,62.1,58.0,4.43,4.4,2.74,631
0.97,Premium,F,SI1,62.7,59.0,6.28,6.31,3.95,4561
0.61,Ideal,D,VVS2,61.7,56.0,5.47,5.42,3.36,3758
2.0,Good,I,VS2,64.0,60.0,7.9,7.83,5.04,10640
1.04,Premium,E,VVS1,60.9,58.0,6.61,6.53,4.0,11382
1.15,Ideal,H,SI2,62.5,58.0,6.65,6.69,4.17,5306
0.33,Premium,E,VS2,60.7,58.0,4.49,4.47,2.72,928
0.52,Premium,F,SI1,61.5,60.0,5.16,5.15,3.17,1280
0.41,Ideal,D,VS2,61.9,56.0,4.77,4.8,2.96,1007
0.3,Very Good,D,VS2,62.0,59.0,4.22,4.27,2.63,710
0.46,Ideal,H,SI1,61.1,55.0,4.97,5.01,3.05,1130
1.01,Very Good,E,VVS1,63.1,57.0,6.39,6.36,4.02,10891
0.91,Ideal,E,SI2,61.5,56.0,6.23,6.2,3.82,3898
0.31,Good,D,SI1,63.7,54.0,4.31,4.35,2.76,571
0.31,Good,H,VVS1,63.1,57.0,4.25,4.31,2.7,707
1.03,Good,H,SI2,65.0,57.0,6.3,6.32,4.1,3892
1.54,Ideal,H,SI2,61.8,57.0,7.43,7.35,4.57,6095
0.72,Very Good,F,VS2,63.0,54.0,5.69,5.73,3.6,2784
0.33,Very Good,E,VS2,60.6,58.0,4.45,4.49,2.71,675
0.27,Premium,E,VVS2,61.8,59.0,4.18,4.14,2.57,752
1.24,Premium,H,VS2,62.8,57.0,6.83,6.79,4.28,5305
1.29,Ideal,J,VVS1,61.2,56.0,7.01,7.05,4.3,6918
1.21,Ideal,G,VVS1,60.2,57.0,7.02,6.94,4.2,10232
0.51,Very Good,G,VS2,62.5,59.0,5.05,5.1,3.17,1438
1.0,Good,F,VS2,62.5,57.0,6.34,6.42,3.99,5592
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,736
0.7,Good,F,VS1,63.7,55.0,5.56,5.61,3.56,2724
1.0,Premium,F,SI2,61.5,60.0,6.35,6.33,3.9,4340
1.55,Fair,F,SI1,59.7,66.0,7.59,7.47,4.49,10217
0.51,Ideal,F,VS1,61.9,56.0,5.17,5.11,3.18,1836
1.86,Very Good,H,SI2,62.3,57.0,7.82,7.85,4.88,11416
1.2,Ideal,G,SI1,61.5,54.0,6.85,6.87,4.22,6160
0.71,Very Good,I,SI1,61.8,56.0,5.73,5.76,3.55,2141
1.07,Ideal,G,VVS2,62.8,57.0,6.56,6.46,4.09,8120
0.5,Ideal,D,VS2,61.9,55.0,5.09,5.12,3.16,1690
1.79,Ideal,J,VS2,61.8,56.0,7.74,7.85,4.82,10658
0.4,Ideal,F,VVS2,62.4,57.0,4.73,4.69,2.94,1163
0.55,Ideal,J,VVS1,62.4,54.0,5.25,5.29,3.29,1238
0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2501
0.21,Premium,E,SI2,61.9,56.0,3.84,3.82,2.37,394
1.36,Ideal,F,VS1,61.4,57.0,7.25,7.09,4.4,11132
0.91,Premium,J,VS2,61.6,58.0,6.28,6.23,3.85,3058
0.25,Ideal,I,VVS1,61.9,55.0,4.07,4.1,2.53,421
0.9,Premium,E,SI1,59.0,59.0,6.34,6.3,3.73,3508
1.02,Ideal,I,SI2,60.7,57.0,6.54,6.57,3.98,3786
1.02,Ideal,H,SI2,60.7,57.0,6.54,6.51,3.96,4398
1.09,Ideal,G,SI1,62.4,56.0,6.57,6.61,4.11,5496
1.2,Very Good,I,SI1,63.2,58.0,6.71,6.75,4.25,5257
0.3,Ideal,J,VVS1,61.8,56.0,4.31,4.33,2.67,464
0.3,Ideal,G,SI1,62.0,55.0,4.28,4.3,2.66,545
0.43,Ideal,G,VS1,62.3,56.0,4.85,4.82,3.01,1008
0.24,Very Good,E,VS1,60.1,57.0,4.08,4.1,2.46,378
0.51,Ideal,E,SI1,61.1,56.0,5.17,5.2,3.17,1343
1.3,Premium,J,SI2,61.1,61.0,7.0,6.95,4.26,5140
0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,1310
1.34,Very Good,H,SI1,62.4,58.0,6.98,7.02,4.37,7636
0.3,Very Good,E,VS2,62.1,59.0,4.27,4.29,2.66,658
2.4,Ideal,I,SI2,63.8,58.0,8.41,8.37,5.35,17039
1.01,Good,G,SI2,63.7,56.0,6.26,6.34,4.01,4211
0.72,Ideal,D,SI1,61.9,55.0,5.75,5.78,3.57,2954
0.9,Fair,E,VS2,64.5,61.0,6.07,6.03,3.9,4125
0.46,Premium,D,VVS1,60.0,59.0,5.0,5.04,3.01,1898
1.3,Fair,J,SI1,66.0,57.1,6.73,6.82,4.45,5488
0.55,Ideal,E,VS2,60.3,57.0,5.3,5.28,3.19,1715
0.7,Ideal,F,VVS1,62.2,55.0,5.69,5.66,3.53,3348
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,988
1.0,Ideal,H,SI2,61.4,60.0,6.35,6.41,3.92,4713
0.52,Ideal,G,VVS2,61.7,55.0,5.15,5.2,3.19,2238
1.1,Very Good,G,SI1,62.3,58.0,6.55,6.61,4.1,4997
0.91,Fair,F,SI2,65.3,51.0,6.05,5.98,3.93,2996
0.44,Ideal,H,SI1,61.9,56.0,4.91,4.87,3.03,1069
0.51,Very Good,J,VS2,62.5,56.0,5.08,5.12,3.19,1047
0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,504
0.52,Ideal,E,VS2,61.3,55.0,5.22,5.19,3.19,1767
0.54,Premium,G,VS2,61.0,60.0,5.24,5.18,3.18,1637
1.2,Premium,G,SI2,62.8,62.0,6.69,6.65,4.19,4387
0.32,Ideal,E,VS2,62.1,55.0,4.43,4.4,2.74,768
0.71,Very Good,E,SI2,62.1,57.0,5.71,5.76,3.56,2123
0.4,Good,F,VVS2,62.2,63.0,4.66,4.69,2.91,936
2.02,Ideal,I,VS1,62.1,56.0,8.13,8.09,5.04,18324
0.9,Very Good,G,SI2,62.0,59.0,6.14,6.19,3.82,3445
1.24,Fair,D,SI1,55.6,67.0,7.27,7.11,4.0,7291
0.43,Very Good,G,VS1,60.9,57.0,4.88,4.91,2.98,943
0.33,Ideal,H,VS1,61.8,56.0,4.46,4.41,2.74,743
0.71,Very Good,H,VS1,62.6,58.0,5.72,5.75,3.59,2423
1.5,Ideal,F,VS2,60.2,55.0,7.45,7.51,4.5,14281
0.42,Ideal,G,VVS1,60.0,57.0,4.84,4.86,2.91,1179
0.71,Premium,I,VS1,61.9,59.0,5.71,5.67,3.52,2266
0.7,Very Good,E,SI1,63.1,58.0,5.61,5.64,3.55,2643
0.34,Very Good,G,SI2,62.8,58.0,4.43,4.46,2.79,447
0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,619
2.11,Fair,F,I1,67.6,57.0,7.88,7.83,5.31,7019
0.33,Ideal,E,VVS2,61.2,57.0,4.47,4.45,2.73,1114
0.91,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,3954
1.22,Premium,E,SI2,61.5,58.0,6.85,6.81,4.2,6351
0.7,Ideal,E,VS2,61.0,56.0,5.76,5.79,3.52,3376
2.06,Very Good,G,SI2,59.0,58.0,8.3,8.38,4.92,15938
1.17,Very Good,G,VS2,63.2,57.0,6.73,6.71,4.25,7076
0.33,Ideal,F,VVS2,62.4,55.0,4.43,4.45,2.77,750
0.9,Very Good,H,VVS2,59.9,61.0,6.29,6.19,3.74,4637
1.02,Ideal,D,VS1,62.7,55.0,6.49,6.4,4.04,7118
0.51,Ideal,D,VS2,60.5,56.0,5.2,5.21,3.15,1644
0.72,Fair,F,VS1,56.9,69.0,5.93,5.77,3.33,2879
0.72,Good,F,SI2,63.8,59.0,5.64,5.58,3.58,1609
0.34,Premium,F,VS1,60.4,58.0,4.53,4.51,2.73,956
0.58,Very Good,F,SI1,63.1,57.0,5.28,5.31,3.34,1401
0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,537
1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,12787
0.54,Ideal,H,SI1,62.1,56.0,5.18,5.26,3.24,1178
0.4,Premium,F,VS2,59.7,58.0,4.79,4.83,2.87,842
0.41,Ideal,F,VS1,62.6,55.0,4.77,4.75,2.98,1076
1.5,Very Good,I,VS1,62.2,59.0,7.27,7.3,4.53,10164
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,767
0.38,Very Good,G,SI1,62.4,59.0,4.59,4.64,2.88,666
1.72,Good,F,SI1,63.2,61.0,7.57,7.62,4.8,13499
0.51,Very Good,H,VS1,62.3,56.0,5.1,5.13,3.18,1628
0.41,Good,E,SI1,63.6,56.0,4.73,4.7,3.0,904
0.33,Ideal,H,VS1,61.5,56.0,4.47,4.44,2.74,743
1.05,Premium,G,VS1,61.6,58.0,6.51,6.48,4.0,7063
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,2022
1.0,Very Good,F,IF,60.1,57.0,6.45,6.52,3.9,10346
0.44,Ideal,G,VVS1,61.3,56.0,4.91,4.93,3.01,1202
1.2,Fair,J,I1,64.9,59.0,6.61,6.54,4.27,3011
1.51,Ideal,I,VS2,60.7,57.0,7.42,7.35,4.48,6511
1.11,Premium,H,VS1,62.3,57.0,6.67,6.62,4.14,4687
0.9,Ideal,F,VS2,62.0,56.0,6.23,6.15,3.84,4838
0.7,Very Good,F,VS1,60.5,57.0,5.77,5.8,3.5,2726
0.42,Ideal,F,SI1,60.9,55.0,4.84,4.88,2.96,773
1.94,Premium,F,SI1,62.6,58.0,7.91,7.87,4.94,18735
0.92,Ideal,I,SI1,61.8,57.0,6.27,6.25,3.87,3323
0.51,Very Good,F,SI2,62.7,56.0,5.06,5.08,3.18,1070
0.47,Ideal,I,IF,62.2,55.0,4.99,5.01,3.11,1178
1.12,Ideal,H,SI2,63.6,56.0,6.68,6.54,4.19,5331
1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,5181
0.9,Ideal,E,SI2,62.7,54.0,6.13,6.21,3.87,4091
1.21,Premium,E,SI1,62.3,58.0,6.77,6.74,4.21,6963
